filename_prefix,url,ref_title,authors,ref_year,ref_source,scale_denominator
,https://repository.arizona.edu/handle/10150/630824,"Geology and geologic hazards of the Casa Grande Area, Pinal County, Arizona","Klawon, J.E., Pearthree, P.A., Skotnicki, S.J., and Ferguson, C.A.",1998,"Arizona Geological Survey Open File Report, OFR-98-23",24000
,https://repository.arizona.edu/handle/10150/630823,Carbon Dioxide in the St,"Rauzi, S.L.",1999,"Johns-Springerville Area, Apache County, Arizona. Arizona Geological Survey Open File Report, OFR-99-02, 3 map plates, 22 p.",
,https://repository.arizona.edu/handle/10150/630741,Geologic Map of Arizona,"Richard, S.M., Reynolds, S.J., Spencer, J.E., Pearthree, P.A.",2000,"Arizona Geological Survey Map-35, 1,000,000",
,https://repository.arizona.edu/handle/10150/630740,"Geologic map of the Mule Wash 7 ½' Quadrangle, La Paz County, Arizona, and Riverside County, California","Gootee, B.F., Spencer, J.E., Tosdal, R.M., Pearthree, P.A. and House, P.K.",2016,"Arizona Geological Survey Digital Geologic Map DGM-117, scale 1:24,000, 9-p. report.",24000
,https://repository.arizona.edu/handle/10150/630739,Review of a US Geological Survey Scientific Misconduct Incident that Potentially Affected Mining and Land Management on Federal Land in Northern Arizona,"Allison, M.L., and Spencer, J.E.",2016,"Arizona Geological Survey Open-File Report 16-02, 4 p., 6 appendices.",
,https://repository.arizona.edu/handle/10150/630738,,,,,
,https://repository.arizona.edu/handle/10150/630737,"The North Verde Volcanic Field, Verde Valley, Arizona","Holm, R.F.",2016,". Arizona Geological Survey Contributed Report, CR-16-E, 31 p. and 6 appendices.",
,https://repository.arizona.edu/handle/10150/630736,"A Guide to the Geology of the Santa Catalina Mountains, Arizona: The Geology and Life Zones of a Madrean Sky Island","Bezy, J.V.",2016,"Arizona Geological Survey Down-to-Earth # 22, 83 p.",
,https://repository.arizona.edu/handle/10150/630735,"Report to accompany the Geologic Map of the Cibola Area, La Paz County, Arizona, and Imperial County, California","Gootee, B.F., Pearthree, P.A., House, P.K., Youberg, A., Spencer, J.E. and O’Connell, B.",2016,"Arizona Geological Survey Digital Geologic Map, DGM-112, 21 p., 1 map plate.",
,https://repository.arizona.edu/handle/10150/630734,"Structural Geology and Hydrogeology of the Grandview Breccia Pipe, Grand Canyon National Park, Arizona","Alter, M., Grant, R. Williams, P. and Sherratt, D.",2016,"Arizona Geological Survey Contributed Report CR-16-b, 23 p, 1 appendix (16 p.).",
,https://repository.arizona.edu/handle/10150/630733,"Assessment of potash potential in the Holbrook Basin, eastern Arizona, USA, in, Conway, F","Rauzi, S.L. and Spencer, J.E.",2015,"M., ed., Proceedings of the 48th Annual Forum on the Geology of Industrial Minerals, Phoenix, Arizona, April 30 - May 4, 2012. Arizona Geological Survey Special Paper #9, Chapter 9, 2 appendices, p. 1-10.",
,https://repository.arizona.edu/handle/10150/630732,"Geology and ore deposits of the Courtland-Gleeson Region, Arizona","Wilson, E.D.",1927,"Arizona Bureau of Mines Bulletin B-123, 79 p., 3 plates.",
,https://repository.arizona.edu/handle/10150/630731,"Geology of the Willcox north Quadrangle and the southeastern-most Greasewood Mountain Quadrangle, Arizona","Erickson, R.",1988,"Arizona Bureau of Geology and Mineral Technology, Miscellaneous Map MM-88-B.",
,https://repository.arizona.edu/handle/10150/630730,"Aerial and Topographic Analysis of Quaternary Faulting at SP Crater Lava Flow, San Francisco Volcanic Field, Arizona, USA: Highlighting Undergraduate Research in Geology","Gootee, B.F., Willard, D.J., Wilson, M.J., Barba, W., Jablonsky, J., McCrea, B., Muncaster, Nations, J., Rowan, C. and Wescott, J.",2015,"Arizona Geological Survey Open File Report, OFR-15-11, 8 p, 1 appendix",
,https://repository.arizona.edu/handle/10150/630729,,,,,
,https://repository.arizona.edu/handle/10150/630728,"The Geology and Mid-Mesozoic Tectonics of the Northern Canelo Hills, Santa Cruz County, Arizona - Geologic Maps","Kluth, C.F.",1981,"Arizona Geological Survey Contributed Map CM-15-B at scale 1:24,000, 2 plates: location map for measured section, measured sections.",24000
,https://repository.arizona.edu/handle/10150/630727,"Geology of the South Mountains, Central Arizona","Reynolds, S.J.",1985,"Arizona Geological Survey Bulletin-195, 75 p., 1 map plate, scale 1:24,000.",24000
,https://repository.arizona.edu/handle/10150/630726,"Channel Change Along the Rillito Creek System of Southeastern Arizona, 1941 Through 1983; Implications for Flood-Plain Management","Pearthree, M.S. and Baker, V.R.",1987,"Arizona Geological Survey Special Paper 6, 58 p., scale 1:24,000",24000
,https://repository.arizona.edu/handle/10150/630725,"An Evaluation of Carbon Dioxide Sequestration Potential in the Picacho Basin, southeastern Arizona","Gootee, B.F.",2015,"Arizona Geological Survey Open File Report, OFR-15-09, 16 p, 2 appendices, 3 plates.",
,https://repository.arizona.edu/handle/10150/630724,"Geology of northern Arizona with notes on archaeology and paleoclimate, pt","Karlstrom, T.N.V., Swann, G.A., and Eastwood, R.L., eds.",1974,"1, Regional studies, and pt. 2 Area studies and field guides: Northern Arizona University, Museum of Northern Arizona, and U.S. Geological Survey, 804 p.",
,https://repository.arizona.edu/handle/10150/630723,Geologic Diversity of Arizona and its Margins: Excursions to Choice Areas,"Davis, G.H. and VandenDolder, E.M.",1987,"Field-Trip Guidebook, Geological Society of America, Arizona Bureau of Mineral Technology, Special Paper 5, 422 p.",
,https://repository.arizona.edu/handle/10150/630721,Fluid-inclusion characteristics of Oligocene to Miocene iron-oxide Cu-Au (IOCG) deposits in central western Arizona,"Spencer, J.E. and Duncan, J.T.",2015,"Arizona Geological Survey Open-File Report, OFR-15-05, 16 p., 3 appendices.",
,https://repository.arizona.edu/handle/10150/630632,"Geologic Map of the Black Canyon City and Squaw Creek Mesa Area, Central Arizona: Arizona Geological Survey Contributed Map CM-07-A, , 46 p","Leighty, R.S.",2007,and ,24000
,https://repository.arizona.edu/handle/10150/630631,"Geologic maps and cross sections of selected areas in the Rawhide and Buckskin Mountains, La Paz and Mohave counties, Arizona","Scott, R.J.",2004,v. 1.0: Arizona Geological Survey Contributed Map CM-04-D,10000
,https://repository.arizona.edu/handle/10150/630630,"Geologic map of the Phoenix Mountains, Central Arizona: Arizona Geological Survey Contributed Map CM-04-A, , 16 p","Johnson, J.K., Reynolds, S.J., and Jones, D.A.",2003,and ,24000
,https://repository.arizona.edu/handle/10150/630629,Geologic Map of Tertiary Volcanic Rocks in the Southern King Canyon and East Central Chino Valley North 7,"Cunningham, H.",2001,"5' Quadrangles, Yavapai County, Arizona: Arizona Geological Survey Contributed Map CM-01-A",12000
,https://repository.arizona.edu/handle/10150/630628,"Facies Map of Post-Mid-Miocene Quiburis Formation, San Pedro Trough, Pinal, Pima, Gila, Graham, and Cochise Counties, Arizona: Arizona Geological Survey Contributed Map CM-98-A","Dickinson, W.R.",1998,,24000
,https://repository.arizona.edu/handle/10150/630627,"Geologic Map of the Summit Area of House Mountain, Yavapai County, Arizona: Arizona Geological Survey Contributed Map CM-96-C,  26 p","Holm, R.F., and Wittke, J.R.",1996,,6000
,https://repository.arizona.edu/handle/10150/630626,"Geologic Map and Cross Sections of the Enebro Mountain Rhyolite, Greenlee County, Arizona: Arizona Geological Survey Contributed Map CM-96-A, ","Schroder, T.J. II",1996,,12000
,https://repository.arizona.edu/handle/10150/630625,"Reconnaissance Environmental Geology of the Tonto Foothills, Scottsdale, Maricopa County, Arizona: Arizona Geological Survey Contributed Map CM-94-F, ","Péwé, T.L., Kenny, R., and Bales, J.",1985,,24000
,https://repository.arizona.edu/handle/10150/630624,"Reconnaissance Environmental Geology of Northern Scottsdale, Maricopa County, Arizona: Arizona Geological Survey Contributed Map CM-94-E, ","Péwé, T.L., Bales, J., and Montz, M.",1983,,24000
,https://repository.arizona.edu/handle/10150/630623,"Geologic Map of the Black Mountains Accommodation Zone, Mohave County, Arizona: Arizona Geological Survey Contributed Map CM-93-F, scale 1:12,000","Faulds, J.E.",1993,,12000
,https://repository.arizona.edu/handle/10150/630622,"Geologic Map of Volcanic Rocks Along the East Side of Central Chino Valley, Yavapai County, Arizona: Arizona Geological Survey Contributed Map CM-93-E, , 10 p","Stefanov, W.L.",1993,and ,12000
,https://repository.arizona.edu/handle/10150/630621,"Geologic Map of the Western Half of the Young Quadrangle, Northern Sierra Anchas, and Geologic Map of the Marsh Creek Area, Diamond Butte and Young Quadrangles, Gila County, Arizona: Arizona Geological Survey Contributed Map CM-91-H,  and 1:10,000","Labrenz, M.",1987,,24000
,https://repository.arizona.edu/handle/10150/630620,"Geologic Map and Cross-Section of the Central Mazatzal Mountains, Central Arizona: Arizona Geological Survey Contributed Map CM-91-F, ","Roller, J.A.",1986,,10000
,https://repository.arizona.edu/handle/10150/630619,,,,,
,https://repository.arizona.edu/handle/10150/630618,"Inundation Mapping and Hydraulic Reconstructions of an Extreme Alluvial Fan Flood, Wild Burro Wash, Pima County, Arizona","Vincent, K.R., Pearthree, P.A., House, P.K., and Demsey, K.A.",2004,"Arizona Geological Survey Open File Report, OFR-04-04",6000
,https://repository.arizona.edu/handle/10150/630617,"Compilation Geologic Map of the Reno Pass Area, Central Mazatal Mountains, Maricopa and Gila Counties, Arizona","Spencer, J.E., Leighty, R.S., Conway, C.M, Ferguson, C.A. and Richard, S.M.",2004,"Arizona Geological Survey Open File Report, OFR-04-03",24000
,https://repository.arizona.edu/handle/10150/630616,,,,,
,https://repository.arizona.edu/handle/10150/630028,,,,,
,https://repository.arizona.edu/handle/10150/630027,,,,,
,https://repository.arizona.edu/handle/10150/630026,"Tritium as a tracer of groundwater sources and movement in the Safford Basin, Graham County, Arizona","Harris, R.C.",2000,"Arizona Geological Survey Open File Report, OFR-00-09, 56 p.",
,https://repository.arizona.edu/handle/10150/630025,,,,,
,https://repository.arizona.edu/handle/10150/630024,,,,,
,https://repository.arizona.edu/handle/10150/630023,,,,,
,https://repository.arizona.edu/handle/10150/630022,,,,,
,https://repository.arizona.edu/handle/10150/630021,,,,,
,https://repository.arizona.edu/handle/10150/630020,,,,,
,https://repository.arizona.edu/handle/10150/630019,,,,,
,https://repository.arizona.edu/handle/10150/630018,,,,,
,https://repository.arizona.edu/handle/10150/630017,,,,,
,https://repository.arizona.edu/handle/10150/630016,The Mining and Minerals Cluster in Arizona: Analysis for the Strategic Economic Development Vision for the Arizona-Sonora Region,"Nations, J.D. and Phillips, K.",1997,"Bureau of Business and Economic Research, Northern Arizona University, Flagstaff, AZ, 115-p.",
,https://repository.arizona.edu/handle/10150/630015,,,,,
,https://repository.arizona.edu/handle/10150/630014,,,,,
,https://repository.arizona.edu/handle/10150/630013,,,,,
,https://repository.arizona.edu/handle/10150/630012,,,,,
,https://repository.arizona.edu/handle/10150/630011,"The Mazatzal Quartzite, a new Precambrian Formation of central Arizona","Wilson, E.D.",1922,"University of Arizona Thesis, 47 p.",
,https://repository.arizona.edu/handle/10150/630009,"The 1887 Earthquake in San Bernardino Valley, Sonora: Historic accounts and intensity patterns in Arizona","DuBois, S.M. and Smith, A.W.",1980,"Arizona Bureau of Geology and Mineral Technology, Special Paper #3, 108 p.",
,https://repository.arizona.edu/handle/10150/630010,The AZGS Core Repository,"Duncan, J.T. and Spencer, J.E.",1993,"Arizona Geological Survey Open File Report, OFR-93-02, 29 p.",
,https://repository.arizona.edu/handle/10150/629929,,,,,
,https://repository.arizona.edu/handle/10150/629927,,,,,
,https://repository.arizona.edu/handle/10150/629926,,,,,
,https://repository.arizona.edu/handle/10150/629925,,,,,
,https://repository.arizona.edu/handle/10150/629924,,,,,
,https://repository.arizona.edu/handle/10150/629923,"Paleoflood Hydrology of the Principal Canyons of the Southern Tortolita Mountains, Southeastern Arizona","House, P.K.",1991,"Arizona Geological Survey Open File Report, OFR-91-06, 22 p.",
,https://repository.arizona.edu/handle/10150/629922,"Paleoflood Hydrology and Historic Flood Analysis in the upper Verde River basin, central Arizona","KIawon, E.J.",1998,"Arizona Geological Survey Open File Report, OFR-98-05, 93 p.",
,https://repository.arizona.edu/handle/10150/629921,"Paleoflood history of the lower Verde River, Yavapai County central Arizona","House, P.K., Pearthree, P.A., and Klawon, J.E.",2001,"Arizona Geological Survey Open File Report, OFR-01-04, 34 p.",
,https://repository.arizona.edu/handle/10150/629920,,,,,
,https://repository.arizona.edu/handle/10150/629919,,,,,
,https://repository.arizona.edu/handle/10150/629918,,,,,
,https://repository.arizona.edu/handle/10150/629917,Oil and Gas Occurrence and Potential in Arizona,"Nations, J.D.",2008,"Presentation to the Dept. of Geosciences, University of Arizona, Tucson, AZ. (48 slides)",
,https://repository.arizona.edu/handle/10150/629916,"Oil & Gas Potential of Pre-Permian Strata, Eastern Holbrook Basin, Arizona","Rauzi, S.L.",1996,"Arizona Geological Survey Open File Report, OFR-96-25, 14 p.",
,https://repository.arizona.edu/handle/10150/629915,,,,,
,https://repository.arizona.edu/handle/10150/629914,,,,,
,https://repository.arizona.edu/handle/10150/629913,,,,,
,https://repository.arizona.edu/handle/10150/629912,,,,,
,https://repository.arizona.edu/handle/10150/629911,"Modal mineralogy of some granitic rocks from eastern Maricopa and northern Gila Counties, Arizona","Spencer, J.E., Skotnicki, S.J., and Richard, S.M.",2003,"Arizona Geological Survey Open File Report, OFR-03-09, 18 p.",
,https://repository.arizona.edu/handle/10150/629910,,,,,
,https://repository.arizona.edu/handle/10150/629909,,,,,
,https://repository.arizona.edu/handle/10150/629828,,,,,
,https://repository.arizona.edu/handle/10150/629827,,,,,
,https://repository.arizona.edu/handle/10150/629826,,,,,
,https://repository.arizona.edu/handle/10150/629825,,,,,
,https://repository.arizona.edu/handle/10150/629824,,,,,
,https://repository.arizona.edu/handle/10150/629823,,,,,
,https://repository.arizona.edu/handle/10150/629822,,,,,
,https://repository.arizona.edu/handle/10150/629821,"Mid-Tertiary geology and geochronology of the Clifton-Morenci Area, Greenlee and Graham Counties, Arizona and adjacent New Mexico","Ferguson, C.A., Enders, M.S., Peters, L., and McIntosh, W.C.",2000,"Arizona Geological Survey Open File Report, OFR-00-07, 69 p.",
,https://repository.arizona.edu/handle/10150/629820,,,,,
,https://repository.arizona.edu/handle/10150/629819,"Methods for Evaluating Alluvial Fan Flood Hazards From Debris Flows in Maricopa County, Arizona","Youberg, A.",2010,"Arizona Geological Survey Open File Report, OFR-10-01, 30 p.",
,https://repository.arizona.edu/handle/10150/629818,,,,,
,https://repository.arizona.edu/handle/10150/629817,,,,,
,https://repository.arizona.edu/handle/10150/629816,"Maps showing surface exposures of salty Lacustrine sediments in the Safford Basin, Graham County, Arizona","Harris, R.C.",2000,"Arizona Geological Survey Open File Report, OFR-00-10, 20 p.",
,https://repository.arizona.edu/handle/10150/629815,,,,,
,https://repository.arizona.edu/handle/10150/629814,,,,,
,https://repository.arizona.edu/handle/10150/629813,Map Showing Names and Outlines of Physiographic Areas in Arizona Used by the Arizona Geological Survey with Comprehensive Base Map,"Trapp, R.A. and Reynolds, S.J.",1995,"Arizona Geological Survey Open File Report, OFR-95-2a",1000000
,https://repository.arizona.edu/handle/10150/629812,Map showing names and outlines of physiographic areas in Arizona used by the Arizona Geological Survey with base map showing township and range only,"Trapp, R.A. and Reynolds, S.J.",1995,"Arizona Geological Survey Open File Report, OFR-95-2b",1000000
,https://repository.arizona.edu/handle/10150/629811,,,,,
,https://repository.arizona.edu/handle/10150/629809,,,,,
,https://repository.arizona.edu/handle/10150/629810,,,,,
,https://repository.arizona.edu/handle/10150/629728,Eighteen new 40Ar/39Ar thermochronologic analyses from southern and central Arizona,"Spell, T., Zanetti, K., Spencer, J.E., Richard, S.M., Ferguson, C.A., Skotnicki, S.J., and Orr, T.",2003,"Arizona Geological Survey Open File Report, OFR-03-03, 63 p.",
,https://repository.arizona.edu/handle/10150/629726,Earth Fissure Mapping Program: 2007 Progress Report,"Allison, M.L. and Shipman, T.C.",2008,"Arizona Geological Survey Open File Report, OFR-08-02, 18 p.",
,https://repository.arizona.edu/handle/10150/629727,Edwin Noel Pennebaker mining collection,"Brown, C.",2012,"Arizona Geological Survey Open File Report, OFR-12-14, 9 p.",
,https://repository.arizona.edu/handle/10150/629725,,,,,
,https://repository.arizona.edu/handle/10150/629724,,,,,
,https://repository.arizona.edu/handle/10150/629723,,,,,
,https://repository.arizona.edu/handle/10150/629722,,,,,
,https://repository.arizona.edu/handle/10150/629721,,,,,
,https://repository.arizona.edu/handle/10150/629719,Dating techniques for piedmont landforms in Maricopa County,"Young, J.J.",2010,"Arizona Geological Survey Open File Report, OFR-10-05, 24 p.",
,https://repository.arizona.edu/handle/10150/629720,"Delineating Post-wildfire debris flow hazards for pre-fire mitigation, Pine and Strawberry, Arizona: a FEMA 5% initiative study","Youberg, A.",2008,"Arizona Geological Survey Open File Report, OFR-08-08, 36 p.",
,https://repository.arizona.edu/handle/10150/629717,,,,,
,https://repository.arizona.edu/handle/10150/629718,Data structure for Arizona Geological Survey digital geologic maps,"Richard, S.M. and Thieme, J.P.",1997,"Arizona Geological Survey Open File Report, OFR-97-05, 11 p.",
,https://repository.arizona.edu/handle/10150/629716,,,,,
,https://repository.arizona.edu/handle/10150/629715,,,,,
,https://repository.arizona.edu/handle/10150/629714,"Controls on the Origin and Recurrence of Debris Flows in the Huachuca Mountains, Southeastern Arizona","Wohl, E.E. and Pearthree, P.A.",1990,"Arizona Geological Survey Open File Report, OFR-90-06, 34 p.",
,https://repository.arizona.edu/handle/10150/629713,Controlling and Remediating Surface and Groundwater Pollution from Inactive and Abandoned Mines: A Survey of Management Practices,"Frisch-Gleason, R.",1995,"Arizona Geological Survey Open File Report, OFR-95-13, 4 appendices, 30 p.",
,https://repository.arizona.edu/handle/10150/629712,"COMPILATION OF UNPUBLISHED ARIZONA K-Ar DATES FROM THE UNIVERSITY OF ARIZONA LABORATORY OF ISOTOPE GEOCHEMISTRY, 1971-1991","Damon, P.E., Shafiqullah, M., Harris, R.C., and Spencer, J.E.",1996,"Arizona Geological Survey Open File Report, OFR-96-18, 53 p.",
,https://repository.arizona.edu/handle/10150/629711,,,,,
,https://repository.arizona.edu/handle/10150/629710,,,,,
,https://repository.arizona.edu/handle/10150/629709,Citizen-Scientist Digitization of a Complex Geologic Map,"Gruber, D.G., Skotnicki, S.J., Gootee, B.F.",2016,American Geophysical Union Fall 2016 Poster Presentation.,
,https://repository.arizona.edu/handle/10150/629628,"A geologist's guide to the core complex geology along the Catalina Highway, Tucson Area, Arizona","Spencer, J.E.",2006,"Arizona Geological Survey Open File Report, OFR-06-01, 38 p.",
,https://repository.arizona.edu/handle/10150/629627,,,,,
,https://repository.arizona.edu/handle/10150/629626,,,,,
,https://repository.arizona.edu/handle/10150/629625,,,,,
,https://repository.arizona.edu/handle/10150/629624,,,,,
,https://repository.arizona.edu/handle/10150/629623,"A bibliography and review of water quality studies in the Upper Gila River Watershed, Arizona","Harris, R.C.",1999,"Arizona Geological Survey Open File Report, OFR-99-25, 67 p.",
,https://repository.arizona.edu/handle/10150/629622,"40Ar/39 Dates from the Harquahala and Little Harquahala Mountains, west-central Arizona","Richard, S.M., McWilliams, M.O., and Gans, P.B.",1998,"Part I. Arizona Geological Survey Open File Report, OFR-98-25, 25 p.",
,https://repository.arizona.edu/handle/10150/629621,,,,,
,https://repository.arizona.edu/handle/10150/629619,,,,,
,https://repository.arizona.edu/handle/10150/629620,,,,,
,https://repository.arizona.edu/handle/10150/629618,Geologic Map of the Wineglass Ranch 7,"Pearthree, P.A. and Ferguson, C.A.",2021,"5' Quadrangle, Yavapai County, Arizona. Arizona Geological Survey DGM-90 v.2",24000
,https://repository.arizona.edu/handle/10150/629617,Reconstruction Finance Corporation Arizona records,"Brown, C.",2012,"Arizona Geological Survey Open File Report, OFR-12-18, 12 p.",
,https://repository.arizona.edu/handle/10150/629615,Roland Mulchay mining collection inventory,"Brown, C.",2012,"Arizona Geological Survey Open File Report, OFR-12-20, 16 p.",
,https://repository.arizona.edu/handle/10150/629616,Doug K,"Brown, C.",2012,"Martin mining collection inventory. Arizona Geological Survey Open File Report, OFR-12-15, 13 p.",
,https://repository.arizona.edu/handle/10150/629613,"Geologic map of the Jerome Canyon 7 ½' Quadrangle, Yavapai County, Arizona: Arizona Geological Survey Digital Geologic Map DGM-94, version 1","Spencer, J.E., and Young, J.J.",2012,"0, scale 1:24,000.",24000
,https://repository.arizona.edu/handle/10150/629614,Grover Heinrichs mining collection inventory,"Brown, C.",2012,"Arizona Geological Survey Open File Report, OFR-12-24, 61 p.",
,https://repository.arizona.edu/handle/10150/629612,Geologic Map of the Spring Water Canyon 7,"Spencer, J.E., Youberg, A., and Shipman, T.C.",2010,"5’ Quadrangle, Pima County, Arizona: Arizona Geological Survey Digital Geologic Map DGM-79, version 1.0",24000
,https://repository.arizona.edu/handle/10150/629611,,"Cook, J.P., Pearthree, P.A., Gootee, B.F., Conway, B.D., and Youberg, A., Landslides are Surprisingly Large and Widespread in Arizona. Geological Society of America Annual Conference",2016,,
,https://repository.arizona.edu/handle/10150/629610,"Geologic map of the Corona de Tucson 7 ½' Quadrangle, Pima County, Arizona: Arizona Geological Survey Digital Geologic Map DGM-115 v","Johnson, B.J., Pearthree, P.A., and Ferguson, C.A.",2021,"2, scale 1:24,000.",24000
,https://repository.arizona.edu/handle/10150/629609,Ice Age Mammals of the San Pedro River Valley Southeastern Arizona,"Amann, A.W., Jr., Bezy, J.V., Ratkevich, R., Witkind, W.M.",1998,"Arizona Geological Survey Down-to-Earth #6, 32 p.",
,https://repository.arizona.edu/handle/10150/629527,"A preliminary report on the geothermal energy potential of the Safford Basin, Southeast Arizona","Witcher, J.C.",1979,"Arizona Geological Survey Open File Report, OFR-79-02c, 31 p.",
,https://repository.arizona.edu/handle/10150/629526,Bibliography of the Geology and Mineral Resources of Arizona 1965-1970,"Vuich, J.S. and Wilt, J.C.",1974,"Arizona Geological Survey, Bulletin-190, 158 p.",
,https://repository.arizona.edu/handle/10150/629525,"A study of uranium favorability of Cenozoic sedimentary rocks, Basin and Range Province, Arizona: Part 1, general geology and chronology of Pre-Late-Miocene Cenozoic sedimentary rocks","Scarborough, R., Wilt, J.C.",1979,"Arizona Geological Survey Open File Report, OFR-79-01, 101 p.",
,https://repository.arizona.edu/handle/10150/629524,"Geologic map of Maricopa County, Arizona","Wilson, E.D., Moore, R.T. and Peirce, H.W.",1957,"Arizona Bureau of Mines - University of Arizona, County Map Series",375000
,https://repository.arizona.edu/handle/10150/629523,Geologic Map of Arizona,"Wilson, E.D., Moore, R.T. and Cooper, J.R.",1969,Arizona Bureau of Mines (now Arizona Geological Survey).,
,https://repository.arizona.edu/handle/10150/629522,"Geologic Map of Navajo and Apache Counties, Arizona","Wilson, E.D., Moore, R.T. and O'Haire, R.T.",1960,"Arizona Bureau of Mines - Univ. of Arizona, Arizona County Map Series 03-07.",
,https://repository.arizona.edu/handle/10150/629521,"Geologic Map of Cochise County, Arizona",Arizona Bureau of Mines,1959,"Arizona Bureau of Mines - Univ. of Arizona, Arizona County Map Series",375000
,https://repository.arizona.edu/handle/10150/629519,"Bibliography for Metallic Mineral Districts in La Paz, Mohave, and Yuma Counties, Arizona, Arizona Geological Survey Circular 25 (C-25), 53 p","Schnabel, L. and Welty, J.W.",1986,,
,https://repository.arizona.edu/handle/10150/629520,Geothermal developement plan: Cochise and Santa Cruz Counties,"White, D.H., Goldstone, L.A.",1980,"Arizona Geological Survey Open File Report, OFR-80-09, 31 p.",
,https://repository.arizona.edu/handle/10150/629518,Additions to Bibliographies for Metallic Mineral Districts in Arizona,"Welty, J.W.",1989,"Arizona Geological Survey Open File Report, OFR-89-09, 28 p.",
,https://repository.arizona.edu/handle/10150/629517,"Volume 3, Geology and Tunneling of the Maricopa Superconducting Super Collider Site Proposal","Welty, J.W.",1988,"Arizona Geological Survey Open File Report, OFR-88-07, 280 p.",
,https://repository.arizona.edu/handle/10150/629516,"Additions to Bibliographies for Metallic Mineral Districts in Cochise, Graham, Greenlee, La Paz, Mohave, Pima, Santa Cruz, and Yuma Counties, Arizona","Welty, J.W.",1988,"Arizona Geological Survey Open File Report, OFR-88-22, 36 p.",
,https://repository.arizona.edu/handle/10150/629515,Summary of a Workshop on the Search for Unconventional Ore Deposits in Arizona,"Theobald, P.Y., Billone, M.A., Detra, P.S. and Vassalluzzo, C.A.",1987,"Arizona Geological Survey Open File Report, OFR-87-11, 16 p.",
,https://repository.arizona.edu/handle/10150/629514,"Geology of the Socorro Peak Area, Western Harquahala Mountains","Varga, R.J.",1977,"Arizona Geological Survey, Circulars (C)-20, 27 p.",
,https://repository.arizona.edu/handle/10150/629513,"Geologic Map and Sections of a Portion of the Western Harquahala Mountains, Arizona","Varga, R.J.",1976,Arizona Geological Survey Miscellaneous Map -76-A.,
,https://repository.arizona.edu/handle/10150/629512,Ore Grades for Metallic Mineral Districts of Arizona,"Welty, J.W., Reynolds, S. J., Spencer, J.E. and Trapp, R.A.",1985,"Arizona Geological Survey Open File Report, OFR-85-12, 36 p.",
,https://repository.arizona.edu/handle/10150/629511,Geology and production of Middle Tertiary Mineral Districts in Arizona,"Welty, J.W., Spencer, J.E., Allen, G.B., Reynolds, S.J. and Trapp, R.A.",1985,"Arizona Geological Survey Open File Report, OFR-85-01, 88 p.",
,https://repository.arizona.edu/handle/10150/629510,Potential for geothermal desalination in the southwest United States,"Swanberg, C.A., Rybarczyk, S.M.",1980,"Arizona Geological Survey Open File Report, OFR-80-01b, 10 p.",
,https://repository.arizona.edu/handle/10150/629509,"Geologic Map and Section of the Canada Del Oro Valley Headwaters, Santa Catalina Mountains, Pima-Pinal Counties, Arizona","Suemnicht, G.A., MM-77-A",1977,Arizona Geological Survey Miscellaneous Map -77-A,1000
,https://repository.arizona.edu/handle/10150/629508,"Heat flow and the thermal regime in the Clifton, Arizona Area","Witcher, J.C., Stone, C.",1980,"Arizona Geological Survey Open File Report, OFR-80-01a, 28 p.",
,https://repository.arizona.edu/handle/10150/629395,ANNUAL REPORT 1977,"Dresher, W.H.",1977,"Arizona Geological Survey Open File Report, OFR-77-04, 8 p.",
,https://repository.arizona.edu/handle/10150/629394,Annual Report 1975-1976,"Dresher, W.H.",1976,"Arizona Geological Survey Open File Report, OFR-76-02, 7 p.",
,https://repository.arizona.edu/handle/10150/629393,ANNUAL REPORT 1974-1975,"Dresher, W.H.",1975,"Arizona Geological Survey Open File Report, OFR-75-01, 9 p.",
,https://repository.arizona.edu/handle/10150/629392,Annual Report 1973-1974,"Dresher, W.H.",1974,"Arizona Geological Survey Open File Report, OFR-74-02, 6 p.",
,https://repository.arizona.edu/handle/10150/629391,Annual Report 1986,"Fellows, L.D.",1986,"Arizona Geological Survey Open File Report, OFR-86-16, 22 p.",
,https://repository.arizona.edu/handle/10150/629390,Annual Report 1984-1985,"Fellows, L.D.",1985,"Arizona Geological Survey Open File Report, OFR-85-20, 40 p.",
,https://repository.arizona.edu/handle/10150/629389,Arizona Bureau of Geology and Mineral Technology Activities 1980-1982,"Cosart, W.P., Fellows, L.D. and Davenport, W.G.",1983,"Arizona Geological Survey Open File Report, OFR-83-25, 9 p.",
,https://repository.arizona.edu/handle/10150/629387,Metallic mineral districts of Arizona,"Keith, S.B., Gest, D.E., and DeWitt, E.",1983,Arizona Bureau of Geology and Mineral Technology Map-18 (Map 18).,
,https://repository.arizona.edu/handle/10150/629386,"Geologic Map of Quaternary and Upper Tertiary Alluvium in the Phoenix South 30' x 60' Quadrangle, Arizona","Demsey, K.A.",1989,"Arizona Geological Survey Open File Report, OFR-89-07",100000
,https://repository.arizona.edu/handle/10150/629385,"Quaternary Geologic Map of the Salome 30 x 60-Minute Quadrangle, West-Central Arizona","Demsey, K.A.",1988,"Arizona Geological survey Open file Report, OFR-88-04",100000
