slug,name,website_url,archive_url,ref_title,ref_authors,ref_year
arizona_adgm_1572457988831_406,"Geologic Map of Clarkdale 7.5' Quadrangle, Yavapai County, Arizona",http://hdl.handle.net/10150/634885,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1572457988831-406/Clarkdale.zip,"Geologic Map of Clarkdale 7.5' Quadrangle, Yavapai County, Arizona",Philip A. Pearthree; Kyle P. House; Joseph P. Cook,2019
arizona_adgm_1572457988831_406,"Geologic Map of Clarkdale 7.5' Quadrangle, Yavapai County, Arizona",http://hdl.handle.net/10150/634885,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1572457988831-406/simple.zip,"Geologic Map of Clarkdale 7.5' Quadrangle, Yavapai County, Arizona",Philip A. Pearthree; Kyle P. House; Joseph P. Cook,2019
arizona_adgm_1572457988831_406,"Geologic Map of Clarkdale 7.5' Quadrangle, Yavapai County, Arizona",http://hdl.handle.net/10150/634885,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1572457988831-406/ncgmp09.zip,"Geologic Map of Clarkdale 7.5' Quadrangle, Yavapai County, Arizona",Philip A. Pearthree; Kyle P. House; Joseph P. Cook,2019
arizona_adgm_1572456364151_572,"Geologic Map of Cornville 7.5' Quadrangle, Yavapai County, Arizona",http://hdl.handle.net/10150/634887,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1572456364151-572/Cornville.zip,"Geologic Map of Cornville 7.5' Quadrangle, Yavapai County, Arizona",Kyle P. House; Philip A. Pearthree; Joseph P. Cook,2019
arizona_adgm_1572456364151_572,"Geologic Map of Cornville 7.5' Quadrangle, Yavapai County, Arizona",http://hdl.handle.net/10150/634887,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1572456364151-572/simple.zip,"Geologic Map of Cornville 7.5' Quadrangle, Yavapai County, Arizona",Kyle P. House; Philip A. Pearthree; Joseph P. Cook,2019
arizona_adgm_1572456364151_572,"Geologic Map of Cornville 7.5' Quadrangle, Yavapai County, Arizona",http://hdl.handle.net/10150/634887,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1572456364151-572/ncgmp09.zip,"Geologic Map of Cornville 7.5' Quadrangle, Yavapai County, Arizona",Kyle P. House; Philip A. Pearthree; Joseph P. Cook,2019
arizona_adgm_1572455869199_309,"Geologic Map of Cottonwood 7.5' Quadrangle, Yavapai County, Arizona",http://hdl.handle.net/10150/634888,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1572455869199-309/Cottonwood.zip,"Geologic Map of Cottonwood 7.5' Quadrangle, Yavapai County, Arizona",Philip A. Pearthree; Joseph P. Cook; Kyle P. House,2019
arizona_adgm_1572455869199_309,"Geologic Map of Cottonwood 7.5' Quadrangle, Yavapai County, Arizona",http://hdl.handle.net/10150/634888,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1572455869199-309/simple.zip,"Geologic Map of Cottonwood 7.5' Quadrangle, Yavapai County, Arizona",Philip A. Pearthree; Joseph P. Cook; Kyle P. House,2019
arizona_adgm_1572455869199_309,"Geologic Map of Cottonwood 7.5' Quadrangle, Yavapai County, Arizona",http://hdl.handle.net/10150/634888,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1572455869199-309/ncgmp09.zip,"Geologic Map of Cottonwood 7.5' Quadrangle, Yavapai County, Arizona",Philip A. Pearthree; Joseph P. Cook; Kyle P. House,2019
arizona_adgm_1572451811712_105,"Geologic Map of Empire Ranch 7.5' Quadrangle, Pima County, Arizona",http://hdl.handle.net/10150/634890,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1572451811712-105/EmpireRanch.zip,"Geologic Map of Empire Ranch 7.5' Quadrangle, Pima County, Arizona",Joseph P. Cook,2019
arizona_adgm_1572451811712_105,"Geologic Map of Empire Ranch 7.5' Quadrangle, Pima County, Arizona",http://hdl.handle.net/10150/634890,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1572451811712-105/simple.zip,"Geologic Map of Empire Ranch 7.5' Quadrangle, Pima County, Arizona",Joseph P. Cook,2019
arizona_adgm_1572451811712_105,"Geologic Map of Empire Ranch 7.5' Quadrangle, Pima County, Arizona",http://hdl.handle.net/10150/634890,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1572451811712-105/ncgmp09.zip,"Geologic Map of Empire Ranch 7.5' Quadrangle, Pima County, Arizona",Joseph P. Cook,2019
arizona_adgm_1572454450888_870,"Geologic Map of Green Valley 7.5' Quadrangle, Pima County, Arizona",http://hdl.handle.net/10150/634889,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1572454450888-870/GreenValley2019.zip,"Geologic Map of Green Valley 7.5' Quadrangle, Pima County, Arizona",Philip A. Pearthree,2019
arizona_adgm_1572454450888_870,"Geologic Map of Green Valley 7.5' Quadrangle, Pima County, Arizona",http://hdl.handle.net/10150/634889,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1572454450888-870/simple.zip,"Geologic Map of Green Valley 7.5' Quadrangle, Pima County, Arizona",Philip A. Pearthree,2019
arizona_adgm_1572454450888_870,"Geologic Map of Green Valley 7.5' Quadrangle, Pima County, Arizona",http://hdl.handle.net/10150/634889,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1572454450888-870/ncgmp09.zip,"Geologic Map of Green Valley 7.5' Quadrangle, Pima County, Arizona",Philip A. Pearthree,2019
arizona_adgm_1572458778575_301,"Geologic Map of Page Springs 7.5' Quadrangle, Yavapai County, Arizona",http://hdl.handle.net/10150/634884,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1572458778575-301/PageSprings.zip,"Geologic Map of Page Springs 7.5' Quadrangle, Yavapai County, Arizona",Philip A. Pearthree; Kyle P. House; Joseph P. Cook,2019
arizona_adgm_1572458778575_301,"Geologic Map of Page Springs 7.5' Quadrangle, Yavapai County, Arizona",http://hdl.handle.net/10150/634884,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1572458778575-301/simple.zip,"Geologic Map of Page Springs 7.5' Quadrangle, Yavapai County, Arizona",Philip A. Pearthree; Kyle P. House; Joseph P. Cook,2019
arizona_adgm_1572458778575_301,"Geologic Map of Page Springs 7.5' Quadrangle, Yavapai County, Arizona",http://hdl.handle.net/10150/634884,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1572458778575-301/ncgmp09.zip,"Geologic Map of Page Springs 7.5' Quadrangle, Yavapai County, Arizona",Philip A. Pearthree; Kyle P. House; Joseph P. Cook,2019
arizona_adgm_1572455342032_146,"Geologic Map of Sahuarita 7.5' Quadrangle, Pima County, Arizona",http://hdl.handle.net/10150/634886,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1572455342032-146/Sahuarita.zip,"Geologic Map of Sahuarita 7.5' Quadrangle, Pima County, Arizona",Philip A. Pearthree,2019
arizona_adgm_1572455342032_146,"Geologic Map of Sahuarita 7.5' Quadrangle, Pima County, Arizona",http://hdl.handle.net/10150/634886,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1572455342032-146/simple.zip,"Geologic Map of Sahuarita 7.5' Quadrangle, Pima County, Arizona",Philip A. Pearthree,2019
arizona_adgm_1572455342032_146,"Geologic Map of Sahuarita 7.5' Quadrangle, Pima County, Arizona",http://hdl.handle.net/10150/634886,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1572455342032-146/ncgmp09.zip,"Geologic Map of Sahuarita 7.5' Quadrangle, Pima County, Arizona",Philip A. Pearthree,2019
arizona_adgm_1567542409046_149,"Geologic Map of the Batamote Hills 7.5' Quadrangle, Pima County, Arizona, v. 2.0",http://hdl.handle.net/10150/630913,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1567542409046-149/BatamoteHills.zip,"Geologic Map of the Batamote Hills 7.5' Quadrangle, Pima County, Arizona, v. 2.0","Ferguson, A.C.; Johnson, B.J.; Shipman, T.C.",2019
arizona_adgm_1567542409046_149,"Geologic Map of the Batamote Hills 7.5' Quadrangle, Pima County, Arizona, v. 2.0",http://hdl.handle.net/10150/630913,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1567542409046-149/simple.zip,"Geologic Map of the Batamote Hills 7.5' Quadrangle, Pima County, Arizona, v. 2.0","Ferguson, A.C.; Johnson, B.J.; Shipman, T.C.",2019
arizona_adgm_1567542409046_149,"Geologic Map of the Batamote Hills 7.5' Quadrangle, Pima County, Arizona, v. 2.0",http://hdl.handle.net/10150/630913,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1567542409046-149/ncgmp09.zip,"Geologic Map of the Batamote Hills 7.5' Quadrangle, Pima County, Arizona, v. 2.0","Ferguson, A.C.; Johnson, B.J.; Shipman, T.C.",2019
arizona_adgm_1567537091914_344,"Geologic Map of the Benson 7.5' Quadrangle, Cochise County, Arizona, v. 3.0",http://hdl.handle.net/10150/630914,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1567537091914-344/Benson.zip,"Geologic Map of the Benson 7.5' Quadrangle, Cochise County, Arizona, v. 3.0",Ann M. Youberg; Steven J. Skotnicki; Todd C. Shipman; Charles A. Ferguson; Joseph P. Cook,2019
arizona_adgm_1567537091914_344,"Geologic Map of the Benson 7.5' Quadrangle, Cochise County, Arizona, v. 3.0",http://hdl.handle.net/10150/630914,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1567537091914-344/simple.zip,"Geologic Map of the Benson 7.5' Quadrangle, Cochise County, Arizona, v. 3.0",Ann M. Youberg; Steven J. Skotnicki; Todd C. Shipman; Charles A. Ferguson; Joseph P. Cook,2019
arizona_adgm_1567537091914_344,"Geologic Map of the Benson 7.5' Quadrangle, Cochise County, Arizona, v. 3.0",http://hdl.handle.net/10150/630914,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1567537091914-344/ncgmp09.zip,"Geologic Map of the Benson 7.5' Quadrangle, Cochise County, Arizona, v. 3.0",Ann M. Youberg; Steven J. Skotnicki; Todd C. Shipman; Charles A. Ferguson; Joseph P. Cook,2019
arizona_adgm_1578602099054_257,"Geologic Map of the Blythe 7.5' Quadrangle, La Paz County, Arizona and Riverside County, California",http://hdl.handle.net/10150/636492,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1578602099054-257/Blythe24k-open.zip,"Geologic Map of the Blythe 7.5' Quadrangle, La Paz County, Arizona and Riverside County, California",D. Block; B.F. Gootee; P.K. House; P.A. Pearthree,2019
arizona_adgm_1578602099054_257,"Geologic Map of the Blythe 7.5' Quadrangle, La Paz County, Arizona and Riverside County, California",http://hdl.handle.net/10150/636492,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1578602099054-257/Blythe24k-simple.zip,"Geologic Map of the Blythe 7.5' Quadrangle, La Paz County, Arizona and Riverside County, California",D. Block; B.F. Gootee; P.K. House; P.A. Pearthree,2019
arizona_adgm_1567543591329_501,"Geologic Map of the Esperanza Mill 7.5' Quadrangle, Pima County, Arizona, v. 2.0",http://hdl.handle.net/10150/630924,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1567543591329-501/EsperanzaMill.zip,"Geologic Map of the Esperanza Mill 7.5' Quadrangle, Pima County, Arizona, v. 2.0","Spencer, E.J.; Ferguson, A.C.; Youberg, A.; Richard, S.M.",2019
arizona_adgm_1567543591329_501,"Geologic Map of the Esperanza Mill 7.5' Quadrangle, Pima County, Arizona, v. 2.0",http://hdl.handle.net/10150/630924,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1567543591329-501/ncgmp09_opensource.zip,"Geologic Map of the Esperanza Mill 7.5' Quadrangle, Pima County, Arizona, v. 2.0","Spencer, E.J.; Ferguson, A.C.; Youberg, A.; Richard, S.M.",2019
arizona_adgm_1567543591329_501,"Geologic Map of the Esperanza Mill 7.5' Quadrangle, Pima County, Arizona, v. 2.0",http://hdl.handle.net/10150/630924,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1567543591329-501/simple.zip,"Geologic Map of the Esperanza Mill 7.5' Quadrangle, Pima County, Arizona, v. 2.0","Spencer, E.J.; Ferguson, A.C.; Youberg, A.; Richard, S.M.",2019
arizona_adgm_1567543591329_501,"Geologic Map of the Esperanza Mill 7.5' Quadrangle, Pima County, Arizona, v. 2.0",http://hdl.handle.net/10150/630924,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1567543591329-501/ncgmp09.zip,"Geologic Map of the Esperanza Mill 7.5' Quadrangle, Pima County, Arizona, v. 2.0","Spencer, E.J.; Ferguson, A.C.; Youberg, A.; Richard, S.M.",2019
arizona_adgm_1567626614127_620,"Geologic map of the Happy Valley 7.5' Quadrangle, Cochise and Pima Counties, Arizona v.2",http://hdl.handle.net/10150/629181,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1567626614127-620/HappyValley.zip,"Geologic map of the Happy Valley 7.5' Quadrangle, Cochise and Pima Counties, Arizona v.2","Spencer, J.E.; Lingrey, S.H.; Johnson, B.J.; Cook, J.P.; Richard, S.M.",2019
arizona_adgm_1567626614127_620,"Geologic map of the Happy Valley 7.5' Quadrangle, Cochise and Pima Counties, Arizona v.2",http://hdl.handle.net/10150/629181,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1567626614127-620/simple.zip,"Geologic map of the Happy Valley 7.5' Quadrangle, Cochise and Pima Counties, Arizona v.2","Spencer, J.E.; Lingrey, S.H.; Johnson, B.J.; Cook, J.P.; Richard, S.M.",2019
arizona_adgm_1567626614127_620,"Geologic map of the Happy Valley 7.5' Quadrangle, Cochise and Pima Counties, Arizona v.2",http://hdl.handle.net/10150/629181,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1567626614127-620/ncgmp09.zip,"Geologic map of the Happy Valley 7.5' Quadrangle, Cochise and Pima Counties, Arizona v.2","Spencer, J.E.; Lingrey, S.H.; Johnson, B.J.; Cook, J.P.; Richard, S.M.",2019
arizona_adgm_1567548237916_197,"Geologic Map of the Mount Fagan 7.5' Quadrangle, Eastern Pima County, Arizona, v. 2.0",http://hdl.handle.net/10150/630868,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1567548237916-197/MountFagan.zip,"Geologic Map of the Mount Fagan 7.5' Quadrangle, Eastern Pima County, Arizona, v. 2.0","Ferguson, C.A.; Youberg, A.; Gilbert, W.G.; Orr, T.R.; Richard, S.M.; Spencer, J.E.",2019
arizona_adgm_1567548237916_197,"Geologic Map of the Mount Fagan 7.5' Quadrangle, Eastern Pima County, Arizona, v. 2.0",http://hdl.handle.net/10150/630868,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1567548237916-197/simple.zip,"Geologic Map of the Mount Fagan 7.5' Quadrangle, Eastern Pima County, Arizona, v. 2.0","Ferguson, C.A.; Youberg, A.; Gilbert, W.G.; Orr, T.R.; Richard, S.M.; Spencer, J.E.",2019
arizona_adgm_1567548237916_197,"Geologic Map of the Mount Fagan 7.5' Quadrangle, Eastern Pima County, Arizona, v. 2.0",http://hdl.handle.net/10150/630868,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1567548237916-197/ncgmp09.zip,"Geologic Map of the Mount Fagan 7.5' Quadrangle, Eastern Pima County, Arizona, v. 2.0","Ferguson, C.A.; Youberg, A.; Gilbert, W.G.; Orr, T.R.; Richard, S.M.; Spencer, J.E.",2019
arizona_adgm_1567549214895_820,"Geologic Map of the Oro Valley 7.5' Quadrangle and the Pusch Peak area, Northeastern Pima County, Arizona, v. 3.0",http://hdl.handle.net/10150/630944,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1567549214895-820/OroValley.zip,"Geologic Map of the Oro Valley 7.5' Quadrangle and the Pusch Peak area, Northeastern Pima County, Arizona, v. 3.0","Spencer, Jon E.; Pearthree, Philip A.",2019
arizona_adgm_1567549214895_820,"Geologic Map of the Oro Valley 7.5' Quadrangle and the Pusch Peak area, Northeastern Pima County, Arizona, v. 3.0",http://hdl.handle.net/10150/630944,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1567549214895-820/simple.zip,"Geologic Map of the Oro Valley 7.5' Quadrangle and the Pusch Peak area, Northeastern Pima County, Arizona, v. 3.0","Spencer, Jon E.; Pearthree, Philip A.",2019
arizona_adgm_1567549214895_820,"Geologic Map of the Oro Valley 7.5' Quadrangle and the Pusch Peak area, Northeastern Pima County, Arizona, v. 3.0",http://hdl.handle.net/10150/630944,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1567549214895-820/ncgmp09.zip,"Geologic Map of the Oro Valley 7.5' Quadrangle and the Pusch Peak area, Northeastern Pima County, Arizona, v. 3.0","Spencer, Jon E.; Pearthree, Philip A.",2019
arizona_adgm_1567549876872_416,"Geologic Map of the Samaniego Peak 7.5' Quadrangle, Pima County, Arizona, v. 2.0,",http://hdl.handle.net/10150/630952,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1567549876872-416/SamaniegoPeak.zip,"Geologic Map of the Samaniego Peak 7.5' Quadrangle, Pima County, Arizona, v. 2.0,","Johnson, B.J.; Ferguson, A.C.; Pearthree, P.A.; Stavast, A.W.",2019
arizona_adgm_1567549876872_416,"Geologic Map of the Samaniego Peak 7.5' Quadrangle, Pima County, Arizona, v. 2.0,",http://hdl.handle.net/10150/630952,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1567549876872-416/simple.zip,"Geologic Map of the Samaniego Peak 7.5' Quadrangle, Pima County, Arizona, v. 2.0,","Johnson, B.J.; Ferguson, A.C.; Pearthree, P.A.; Stavast, A.W.",2019
arizona_adgm_1567549876872_416,"Geologic Map of the Samaniego Peak 7.5' Quadrangle, Pima County, Arizona, v. 2.0,",http://hdl.handle.net/10150/630952,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1567549876872-416/ncgmp09.zip,"Geologic Map of the Samaniego Peak 7.5' Quadrangle, Pima County, Arizona, v. 2.0,","Johnson, B.J.; Ferguson, A.C.; Pearthree, P.A.; Stavast, A.W.",2019
arizona_adgm_1552430342891_875,"Geologic Map of the Twin Buttes 7.5' Quadrangle, Pima County, Arizona, v. 2.0",http://hdl.handle.net/10150/630964,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1552430342891-875/TwinButtes.zip,"Geologic Map of the Twin Buttes 7.5' Quadrangle, Pima County, Arizona, v. 2.0","Richard, Stephen M.; Spencer, Jon E.; Youberg, Ann; Johnson, Bradford J.",2019
arizona_adgm_1552430342891_875,"Geologic Map of the Twin Buttes 7.5' Quadrangle, Pima County, Arizona, v. 2.0",http://hdl.handle.net/10150/630964,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1552430342891-875/simple.zip,"Geologic Map of the Twin Buttes 7.5' Quadrangle, Pima County, Arizona, v. 2.0","Richard, Stephen M.; Spencer, Jon E.; Youberg, Ann; Johnson, Bradford J.",2019
arizona_adgm_1552430342891_875,"Geologic Map of the Twin Buttes 7.5' Quadrangle, Pima County, Arizona, v. 2.0",http://hdl.handle.net/10150/630964,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1552430342891-875/ncgmp09.zip,"Geologic Map of the Twin Buttes 7.5' Quadrangle, Pima County, Arizona, v. 2.0","Richard, Stephen M.; Spencer, Jon E.; Youberg, Ann; Johnson, Bradford J.",2019
arizona_adgm_1674163023295_517,"Geologic Map of the Twin Buttes 7.5' Quadrangle, Pima County, Arizona, v. 2.0",http://hdl.handle.net/10150/630964,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1674163023295-517/TwinButtes.gpkg,"Geologic Map of the Twin Buttes 7.5' Quadrangle, Pima County, Arizona, v. 2.0","Richard, Stephen M.; Spencer, Jon E; Youberg, Ann; Johnson, Bradford J.",2019
arizona_adgm_1567551627846_460,"Geologic Map of the Waterman Peak 7.5' Quadrangle and northern La Tortuga Butte 7.5' Quadrangle, Pima County, Arizona, v. 2.0",http://hdl.handle.net/10150/630254,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1567551627846-460/Waterman.zip,"Geologic Map of the Waterman Peak 7.5' Quadrangle and northern La Tortuga Butte 7.5' Quadrangle, Pima County, Arizona, v. 2.0","Richard, S.M.; Ferguson, C.A.; Spencer, J.E.; Youberg, Ann; Orr, T.R.",2019
arizona_adgm_1567551627846_460,"Geologic Map of the Waterman Peak 7.5' Quadrangle and northern La Tortuga Butte 7.5' Quadrangle, Pima County, Arizona, v. 2.0",http://hdl.handle.net/10150/630254,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1567551627846-460/simple.zip,"Geologic Map of the Waterman Peak 7.5' Quadrangle and northern La Tortuga Butte 7.5' Quadrangle, Pima County, Arizona, v. 2.0","Richard, S.M.; Ferguson, C.A.; Spencer, J.E.; Youberg, Ann; Orr, T.R.",2019
arizona_adgm_1567551627846_460,"Geologic Map of the Waterman Peak 7.5' Quadrangle and northern La Tortuga Butte 7.5' Quadrangle, Pima County, Arizona, v. 2.0",http://hdl.handle.net/10150/630254,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1567551627846-460/ncgmp09.zip,"Geologic Map of the Waterman Peak 7.5' Quadrangle and northern La Tortuga Butte 7.5' Quadrangle, Pima County, Arizona, v. 2.0","Richard, S.M.; Ferguson, C.A.; Spencer, J.E.; Youberg, Ann; Orr, T.R.",2019
arizona_adgm_1567539962476_46,"Surficial Geology and Geologic Hazards of the Amado-Tubac Area, Santa Cruz and Pima Counties, Arizona, v. 2.0",http://hdl.handle.net/10150/630871,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1567539962476-46/AmadoTubac.zip,"Surficial Geology and Geologic Hazards of the Amado-Tubac Area, Santa Cruz and Pima Counties, Arizona, v. 2.0",R.W. Helmick; Ann M. Youberg,2019
arizona_adgm_1567539962476_46,"Surficial Geology and Geologic Hazards of the Amado-Tubac Area, Santa Cruz and Pima Counties, Arizona, v. 2.0",http://hdl.handle.net/10150/630871,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1567539962476-46/simple.zip,"Surficial Geology and Geologic Hazards of the Amado-Tubac Area, Santa Cruz and Pima Counties, Arizona, v. 2.0",R.W. Helmick; Ann M. Youberg,2019
arizona_adgm_1567539962476_46,"Surficial Geology and Geologic Hazards of the Amado-Tubac Area, Santa Cruz and Pima Counties, Arizona, v. 2.0",http://hdl.handle.net/10150/630871,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1567539962476-46/ncgmp09.zip,"Surficial Geology and Geologic Hazards of the Amado-Tubac Area, Santa Cruz and Pima Counties, Arizona, v. 2.0",R.W. Helmick; Ann M. Youberg,2019
arizona_adgm_1552430442151_592,"Geological Map of the Redington 7.5’ Quadrangle, Cochise, Graham, and Pima Counties, Arizona, v. 2.0",http://hdl.handle.net/10150/631080,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1552430442151-592/ncgmp09_opensource.zip,"Geological Map of the Redington 7.5’ Quadrangle, Cochise, Graham, and Pima Counties, Arizona, v. 2.0",Jon E. Spencer; Joseph P. Cook,2018
arizona_adgm_1552430442151_592,"Geological Map of the Redington 7.5’ Quadrangle, Cochise, Graham, and Pima Counties, Arizona, v. 2.0",http://hdl.handle.net/10150/631080,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1552430442151-592/Redington.gdb.zip,"Geological Map of the Redington 7.5’ Quadrangle, Cochise, Graham, and Pima Counties, Arizona, v. 2.0",Jon E. Spencer; Joseph P. Cook,2018
arizona_adgm_1674493496995_624,"Geological Map of the Redington 7.5’ Quadrangle, Cochise, Graham, and Pima Counties, Arizona, v. 3.0",http://hdl.handle.net/10150/631080,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1674493496995-624/Redington_ncgmp09_utm.gdb.zip,"Geological Map of the Redington 7.5’ Quadrangle, Cochise, Graham, and Pima Counties, Arizona, v. 3.0",Jon E. Spencer; Joseph P. Cook,2018
arizona_adgm_1552430464522_92,"Geological Map of the Wildhorse Mountain 7.5 Quadrangle, Cochise County, Arizona, v. 2.0",http://hdl.handle.net/10150/631075,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1552430464522-92/ncgmp09_opensource.zip,"Geological Map of the Wildhorse Mountain 7.5 Quadrangle, Cochise County, Arizona, v. 2.0",Jon E. Spencer; Joseph P. Cook; Steven H. Lingrey; Stephen M. Richard; Jerome H. Guynn,2018
arizona_adgm_1552430464522_92,"Geological Map of the Wildhorse Mountain 7.5 Quadrangle, Cochise County, Arizona, v. 2.0",http://hdl.handle.net/10150/631075,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1552430464522-92/Wildhorse.gdb.zip,"Geological Map of the Wildhorse Mountain 7.5 Quadrangle, Cochise County, Arizona, v. 2.0",Jon E. Spencer; Joseph P. Cook; Steven H. Lingrey; Stephen M. Richard; Jerome H. Guynn,2018
arizona_adgm_1552430519443_917,"Geologic Map of the Clark Ranch 7.5’ Quadrangle and the western half of the Rhodes Peak 7.5' Quadrangle, Pinal and Graham Counties, Arizona, v. 1",http://hdl.handle.net/10150/631076,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1552430519443-917/ncgmp09_opensource.zip,"Geologic Map of the Clark Ranch 7.5’ Quadrangle and the western half of the Rhodes Peak 7.5' Quadrangle, Pinal and Graham Counties, Arizona, v. 1",Brian F. Gootee; Jon E. Spencer; Charles A. Ferguson; Stephen M. Richard; Joseph P. Cook; Bryan MacFarlane,2018
arizona_adgm_1552430519443_917,"Geologic Map of the Clark Ranch 7.5’ Quadrangle and the western half of the Rhodes Peak 7.5' Quadrangle, Pinal and Graham Counties, Arizona, v. 1",http://hdl.handle.net/10150/631076,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1552430519443-917/RhodesPeakClarkRanch_Ncgmp09.gdb.zip,"Geologic Map of the Clark Ranch 7.5’ Quadrangle and the western half of the Rhodes Peak 7.5' Quadrangle, Pinal and Graham Counties, Arizona, v. 1",Brian F. Gootee; Jon E. Spencer; Charles A. Ferguson; Stephen M. Richard; Joseph P. Cook; Bryan MacFarlane,2018
arizona_adgm_1552430395366_487,"Geologic Map of the Davis Dam SE 7.5' Quadrangle, Mohave County, Arizona, and Clark County, Nevada, v. 2.0",http://hdl.handle.net/10150/631073,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1552430395366-487/ncgmp09_opensource.zip,"Geologic Map of the Davis Dam SE 7.5' Quadrangle, Mohave County, Arizona, and Clark County, Nevada, v. 2.0",Philip A. Pearthree; Kyle P. House,2018
arizona_adgm_1552430395366_487,"Geologic Map of the Davis Dam SE 7.5' Quadrangle, Mohave County, Arizona, and Clark County, Nevada, v. 2.0",http://hdl.handle.net/10150/631073,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1552430395366-487/DavisDamSE_Ncgmp09.gdb.zip,"Geologic Map of the Davis Dam SE 7.5' Quadrangle, Mohave County, Arizona, and Clark County, Nevada, v. 2.0",Philip A. Pearthree; Kyle P. House,2018
arizona_adgm_1568154714641_263,"Geologic map of the Dragoon 7.5 ' Quadrangle, Cochise County, Arizona",http://hdl.handle.net/10150/631524,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1568154714641-263/ncgmp09_opensource.zip,"Geologic map of the Dragoon 7.5 ' Quadrangle, Cochise County, Arizona",Bradford J. Johnson; Joseph P. Cook; Charles A. Ferguson,2018
arizona_adgm_1568154714641_263,"Geologic map of the Dragoon 7.5 ' Quadrangle, Cochise County, Arizona",http://hdl.handle.net/10150/631524,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1568154714641-263/dragoon.gdb.zip,"Geologic map of the Dragoon 7.5 ' Quadrangle, Cochise County, Arizona",Bradford J. Johnson; Joseph P. Cook; Charles A. Ferguson,2018
